
[asn.txt]                                        2008-12-14 03:45:01Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.  
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates 
on this information please contact the ARIN Registration Services Hostmaster 
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 31929                   GREATRIVERENERGY                                   ABUSE683-ARIN (Abuse), AFN1-ARIN (Tech), SDH20-ARIN (Tech)
 31930                   ETSMTL                                             ML1049-ARIN (Tech)
 31931                   EPHINAYNET                                         JGR50-ARIN (Tech)
 31932                   AFS-KC                                             NOC2604-ARIN (Abuse), DAB61-ARIN (Tech), JLE46-ARIN (Tech), SBR103-ARIN (Tech)
 31933                   AFS-CLEV                                           NOC2604-ARIN (Abuse), DAB61-ARIN (Tech), JLE46-ARIN (Tech), SBR103-ARIN (Tech)
 31934                   ALLIANCEPL                                         PTM10-ARIN (Tech)
 31935                   ACME                                               JS1485-ARIN (Tech)
 31936                   REFLECTED-2                                        NETWO226-ARIN (Tech), ABUSE671-ARIN (Abuse)
 31937                   VSP-ASN                                            VDA6-ARIN (Abuse), VDA7-ARIN (Tech)
 31938                   NOBEL-AS1                                          AGA14-ARIN (Tech)
 31939                   BCI-ATL                                            BIA6-ARIN (Tech)
 31941                   ILS                                                JSI29-ARIN (Tech), ABUSE214-ARIN (Abuse), IPADM64-ARIN (Tech)
 31942                   COBECV                                             DNO15-ARIN (Tech)
 31943-31946             IPASS-8-9-10-11                                    EL404-ARIN (Tech), JG1154-ARIN (Tech), HMO7-ARIN (Tech)
 31947                   SWANSON-HEALTH                                     RNE10-ARIN (Tech)
 31948                   CTS-AS1                                            EDC6-ARIN (Tech)
 31949                   APEXDIGITAL                                        APEXA-ARIN (Tech)
 31950                   AS-DANS                                            IF50-ARIN (Tech), DNSN-ARIN (Tech)
 31951                   NASADSN-AS                                         RHC5-ARIN (Tech)
 31952                   CALAMOS-AS                                         COW1-ARIN (Tech)
 31953                   ACTIVESERVE-AS                                     AAD18-ARIN (Abuse), AGO9-ARIN (Tech)
 31954                   HDG-ASN                                            HARVA-ARIN (Tech)
 31955                   ASN-CONNEXUSENERGY                                 JRO49-ARIN (Tech)
 31956                   RONIN-BLK1                                         APR14-ARIN (Abuse), TPR15-ARIN (Tech)
 31957                   EXCELLENCEINMOTIVATION                             PEC19-ARIN (Tech)
 31958                   SOBONITO                                           NOC1485-ARIN (Tech)
 31959                   TELETOUCH                                          JMB195-ARIN (Abuse)
 31960                   AFRINIC-ASNBLOCK-31960                             GENER11-ARIN (Abuse)
 31961                   IDC-WEB                                            FJH16-ARIN (Abuse), WH327-ARIN (Tech)
 31962                   MAXIM-INTEGRATED-PRODUCTS                          LTS12-ARIN (Tech), BB1806-ARIN (Tech), JYA10-ARIN (Tech), ME46-ARIN (Tech)
 31963                   DALSEMI                                            BB1806-ARIN (Tech)
 31964                   ASN-INVISIBLEIT                                    JARRO-ARIN (Tech), JYU5-ARIN (Tech), RKW2-ARIN (Tech)
 31965                   AR                                                 LGG-ARIN (Tech), SFA13-ARIN (Tech)
 31967                   FLTECH                                             ZA110-ARIN (Tech)
 31968                   ASN-SPIDER                                         WBE1-ARIN (Tech)
 31969                   OUTERNOC                                           MWE2-ARIN (Abuse), TECHN369-ARIN (Tech)
 31970                   NM-BANK                                            GMM29-ARIN (Tech)
 31971                   ACORN                                              JBA68-ARIN (Tech)
 31972                   EMGINECONCEPT-01                                   NOC1471-ARIN (Tech)
 31973                   WPS-1765DC                                         MRD3-ARIN (Tech)
 31974                   DOCCOMPLY                                          ABO21-ARIN (Tech)
 31975                   SEWANEE                                            MGU13-ARIN (Tech)
 31976                   REDHAT-0                                           NETWO324-ARIN (Tech)
 31977                   FECI                                               JBR351-ARIN (Tech), BNG2-ARIN (Tech)
 31978                   RIVIANA-AS1                                        CJB23-ARIN (Tech)
 31979                   TERADYNE-BOSTON                                    DHA73-ARIN (Tech)
 31980                   PROMOTIONS-COM                                     NOC3176-ARIN (Abuse)
 31981                   BLUETOWERHOSTING-ASN                               MRI15-ARIN (Tech)
 31982                   BRAHMAN-NY                                         RNOC-ARIN (Tech)
 31983                   QUEENSU-KINGSTON                                   RJR32-ARIN (Tech), ABUSE64-ARIN (Abuse), RPI-ARIN (Tech)
 31984                   GRDA                                               ITADM24-ARIN (Tech)
 31985                   KCNAP-PRI-ASN                                      ABUSE524-ARIN (Abuse), IPADM129-ARIN (Tech)
 31987                   SHUMWAY-CAPITAL                                    DLA30-ARIN (Tech)
 31988                   ARISTEIA-NYC                                       RNOC-ARIN (Tech)
 31990                   LSTECH-AS                                          MH1568-ARIN (Tech)
 31991                   PRPA                                               JCU12-ARIN (Tech)
 31992                   ROCLER                                             NETWO463-ARIN (Abuse), NETWO462-ARIN (Tech)
 31993                   AFS-SLC                                            NOC2604-ARIN (Abuse), DAB61-ARIN (Tech), JLE46-ARIN (Tech), SBR103-ARIN (Tech)
 31994                   VOEX-CHICAGO                                       IPTEC14-ARIN (Tech)
 31995                   KUEDINC                                            MRO192-ARIN (Abuse)
 31996                   ETALKNETWORK                                       JDS86-ARIN (Tech)
 31997                   ZONE-LABS                                          OCONN2-ARIN (Tech)
 31998                   GOLDENRAM                                          CMA47-ARIN (Abuse)
 31999                   BURRELLES-LUCE                                     HB322-ARIN (Abuse), KYA1-ARIN (Tech)
 32000                   IMMEDIATE-SALES-AGENCY                             PK289-ARIN (Tech)
 32001                   DPSNET                                             BZU4-ARIN (Tech)
 32002                   BASSOCAP-ASN                                       VP61-ARIN (Tech)
 32003                   CITYOFTEMECULA                                     GRE17-ARIN (Tech)
 32004                   BIG-ASN                                            TRO21-ARIN (Tech), JCA401-ARIN (Tech)
 32005                   THE-CHURCH-PENSION-GROUP                           SMD3-ARIN (Tech), ECH46-ARIN (Tech)
 32006                   HBC                                                YSH1-ARIN (Abuse)
 32007                   EQUINIX-RS-CHI                                     EQ127-ARIN (Abuse), GDE27-ARIN (Tech), LL249-ARIN (Tech), SM125-ARIN (Tech)
 32008                   CARDIONET-PHLDC                                    JWE25-ARIN (Abuse)
 32009                   PERFECTSERVE-INC                                   JMT25-ARIN (Tech)
 32010                   TSIS-LLC                                           CK232-ARIN (Tech), HOSTM546-ARIN (Tech)
 32011                   JOHO-NYC                                           RNOC-ARIN (Tech)
 32012                   CCI                                                QNG2-ARIN (Tech)
 32013                   CATHOLIC-HEALTH-CARE-WEST                          BHE27-ARIN (Tech)
 32014                   FASTROOT                                           FASTR-ARIN (Tech)
 32015                   ONYXLIGHT                                          EJK10-ARIN (Tech)
 32016                   WCI                                                JGI17-ARIN (Abuse)
 32017                   AFRINIC-ASNBLOCK-32017                             GENER11-ARIN (Abuse)
 32018                   MEGUIARS-AS                                        JDO117-ARIN (Tech)
 32019                   ADACORE                                            RK325-ARIN (Tech)
 32020                   TRANSACT-BM-ASN                                    RH1138-ARIN (Abuse)
 32021                   IDN-AS                                             BMA52-ARIN (Tech)
 32022                   TCHDEN-ASN                                         LBM2-ARIN (Tech)
 32023                   ANADARKO                                           NTS2-ARIN (Tech)
 32024                   ORGANIC-COM                                        MMN3-ARIN (Tech)
 32025                   HASBRO                                             CZZ-ARIN (Tech)
 32026                   VISTOSEA                                           ZZ3091-ARIN (Tech)
 32027                   POS-ASN                                            ABUSE529-ARIN (Abuse), DRK8-ARIN (Tech), MOB6-ARIN (Tech)
 32028                   ACTIONNET                                          GP302-ARIN (Tech), NOC1375-ARIN (Tech)
 32029                   IBS-AS2                                            DL1209-ARIN (Tech)
 32030                   PPI-MECH                                           JDE140-ARIN (Tech)
 32032                   ASN-RTA                                            KCH20-ARIN (Tech)
 32033                   EXXONMOBIL-UTEC-AS                                 HKB-ARIN (Tech), JRT3-ARIN (Tech)
 32034                   NEWCOM-INTL                                        CVI5-ARIN (Tech)
 32035                   CCDT-AS                                            TELEK1-ARIN (Abuse), TBA131-ARIN (Tech)
 32037                   GLOBAL-GATEWAY-COMMUNICATIONS                      LJS5-ARIN (Tech)
 32038                   LAKECOUNTYOHIO                                     PMA28-ARIN (Tech)
 32039                   MGIC-MYERS-AS32039                                 ABUSE1407-ARIN (Abuse), AI4-ORG-ARIN (Tech), MYESA-ARIN (Abuse)
 32040                   THERAS-ASN                                         KW437-ARIN (Tech)
 32041                   ICELANDIC-USA                                      BDK3-ARIN (Tech), JBO47-ARIN (Tech)
 32042                   YEARONE                                            JBU37-ARIN (Abuse)
 32043                   HERMON11                                           JW5411-ARIN (Tech)
 32044                   OCEANSEDGEINC                                      JAL156-ARIN (Tech)
 32045                   1UWEB                                              TECHS23-ARIN (Tech)
 32046-32053             SULLCROM                                           JJ122-ARIN (Tech)
 32054                   RADVISIONINC                                       LC701-ARIN (Tech)
 32055                   CFLAW                                              PMI5-ARIN (Tech)
 32056                   SHAMROCKFOODS-INTERNET-01                          CSN3-ARIN (Tech)
 32058                   SBG-AS1                                            JNL15-ARIN (Tech)
 32059                   TRADESTATION-1                                     ASC71-ARIN (Tech)
 32061                   CREDITEK-LLC-AS                                    BSM29-ARIN (Abuse), EDW-ARIN (Abuse)
 32062                   ARMSTRONGWORLD-01                                  MSC53-ARIN (Abuse), SGS18-ARIN (Tech)
 32063                   PATHLORE-SOFTWARE-CORP---HOSTING-SERVICES          EWA5-ARIN (Tech)
 32064                   AMUAS1                                             EW275-ARIN (Tech), ABUSE2083-ARIN (Abuse), SECUR28-ARIN (Tech)
 32065                   VORTECH-INC                                        BAP16-ARIN (Tech)
 32066                   JPMORGANCHASE-DALLAS-JIP                           ABUSE1623-ARIN (Abuse), IPADM322-ARIN (Tech)
 32067                   REUTERS-AMERICA-ISP-CELL-AS                        JPE67-ARIN (Tech), KMO21-ARIN (Tech), DPH30-ARIN (Tech)
 32068                   MEMPHISNETWORX                                     PL87-ARIN (Tech), NOC2815-ARIN (Abuse), HOSTM1174-ARIN (Tech)
 32069                   ASN-ESPORTZ1                                       NETWO490-ARIN (Tech)
 32070                   TAMNET                                             ADMIN304-ARIN (Tech)
 32071                   WKU-AS                                             JLS154-ARIN (Tech), ABUSE1677-ARIN (Abuse)
 32072                   FUTUREPATHTRADING-209                              FN96-ARIN (Tech)
 32073                   MCPS-K12-MD-US                                     RSF-ARIN (Tech)
 32075                   FBL-AS                                             JFO20-ARIN (Tech), MEA10-ARIN (Tech)
 32076                   PXDNET                                             DW804-ARIN (Tech)
 32077                   ULTISOFTASN                                        IPADM387-ARIN (Tech)
 32078                   SFFCU-AS                                           JTR12-ARIN (Tech)
 32079                   AUTONATION-ASP3                                    NO139-ARIN (Tech)
 32080                   KN-ENGINEERING-INC                                 MHM15-ARIN (Tech)
 32081                   DIGITALRIVER-DC2                                   ABUSE358-ARIN (Abuse), ORGTE1-ARIN (Tech)
 32082                   BSC-20041102                                       DD347-ARIN (Tech)
 32083                   OMNISPRING                                         NETWO481-ARIN (Abuse), JKL16-ARIN (Tech), WDU9-ARIN (Tech)
 32085                   ACE-AS                                             JA681-ARIN (Tech)
 32086                   CCHP-AS                                            CLA84-ARIN (Tech)
 32087                   DEDICATED-HOSTING-BIZ-INC                          GST17-ARIN (Abuse)
 32088                   PENSOFT-AS                                         PMA105-ARIN (Abuse), LWO20-ARIN (Tech)
 32089                   SECTOR                                             MCA53-ARIN (Tech)
 32090                   UHAUL-INET3                                        WANAD-ARIN (Tech)
 32091                   TRACF-AS                                           NETAD27-ARIN (Tech)
 32092                   TIORA                                              ROLEA13-ARIN (Tech), ABUSE552-ARIN (Abuse)
 32093                   TACCNET                                            ABUSE591-ARIN (Abuse), WLJ9-ARIN (Tech), ZU83-ARIN (Tech)
 32094                   ERICYHOST                                          TGO9-ARIN (Tech)
 32095                   ETSNETAS                                           PK144-ARIN (Tech)
 32096                   MEDNETONE                                          MNO14-ARIN (Tech), ABUSE557-ARIN (Abuse)
 32097                   WII-KC                                             NETWO1111-ARIN (Abuse), AWE13-ARIN (Tech)
 32098                   TRANSTELCO-INC                                     TRANS4-ARIN (Abuse)
 32099                   NYSOAG-AS                                          TMI101-ARIN (Abuse), PCE13-ARIN (Tech)
 32100                   FUSIONLLCNOLA                                      RGW4-ARIN (Abuse)
 32101                   ASN-KLYS                                           HOS866-ORG-ARIN (Tech)
 32102                   MASS-CONVENTION-CENTER-AUTHORITY                   NETWO2362-ARIN (Abuse)
 32103                   RIVERSIDE-HOSPITAL                                 CMC44-ARIN (Tech), BCO34-ARIN (Tech)
 32104                   WELLMONT-TN                                        DR4315-ARIN (Tech)
 32105                   ICEFROST                                           INI1-ARIN (Tech)
 32106                   CHECKPOINT                                         MDR27-ARIN (Tech)
 32107                   WAVE-CABLE                                         JSM83-ARIN (Tech)
 32109                   TRIBE-AS                                           TP47-ARIN (Tech)
 32111                   CITIGROUP-JAPAN                                    RBE143-ARIN (Tech)
 32112                   NNTX-ASN-01                                        RHE20-ARIN (Tech)
 32113                   AS-LEFRAK                                          NOC270-ARIN (Tech)
 32114                   ACEQUIA-NETWORKS                                   ADH3-ARIN (Tech)
 32115                   WSC-ASN                                            WT27-ARIN (Tech)
 32116                   YAHOO-4                                            NA258-ARIN (Tech), NETWO857-ARIN (Abuse)
 32117                   BERKSHIRE-HEALTH-SYSTEMS                           BHSIN-ARIN (Abuse), ERO14-ARIN (Tech), RMA59-ARIN (Tech)
 32118                   AS-SMARTHEALTH                                     AHE6-ARIN (Tech)
 32119                   DATAFRAMELO                                        SH68-ARIN (Tech)
 32120                   MHUMC-1-AS1                                        MHE37-ARIN (Tech)
 32121                   TUC-3-ARIN                                         GG325-ARIN (Tech)
 32122                   SYNECTICSFMD2004                                   AJA18-ARIN (Tech)
 32123                   INTERVOICE                                         SSH99-ARIN (Tech)
 32124                   CONTINENTALMILLS-EXT                               CWH30-ARIN (Tech)
 32125                   WHEATON-COLLEGE                                    SHE59-ARIN (Tech)
 32126                   SFBCIC-AS                                          SFBH-ARIN (Tech)
 32127                   MRIC                                               ABUSE455-ARIN (Tech), SCA96-ARIN (Tech)
 32128                   ANDIN-INTERNATIONAL                                ACH29-ARIN (Tech)
 32129                   CITIZEN-WATCH-COMPANY                              BS533-ARIN (Tech)
 32130                   BRIGHT-HORIZONS                                    TY106-ARIN (Tech)
 32132                   INTEGRATEDSOLUTIONS                                NOC1490-ARIN (Tech)
 32133                   JOHNSTONE-SUPPLY                                   JM650-ARIN (Tech)
 32134                   CG-US-AS1                                          PS1216-ARIN (Tech)
 32135                   CINCINNATI-EQUITABLE-PUBLIC-NETWORK                DWR5-ARIN (Tech)
 32136                   FARMINGDALESTATE                                   BSO25-ARIN (Abuse), ESC4-ARIN (Abuse)
 32137                   PROVIDECOMMERCE                                    PD421-ARIN (Tech)
 32139                   THE-FOOD-GROUP                                     GNOC-ARIN (Tech)
 32140                   JEWELRY-TELEVISION                                 JKB4-ARIN (Tech)
 32141                   REDROBIN-1                                         BRA24-ARIN (Tech), WAS50-ARIN (Tech)
 32143                   VNILESASNET                                        DLI22-ARIN (Tech)
 32144                   CPK-NYC-LLC                                        AFE7-ARIN (Tech)
 32145                   DSM-CAP-ASN                                        CTH3-ARIN (Tech)
 32146                   DISCOVERNET                                        DN352-ARIN (Tech)
 32147                   HMIC                                               SSC37-ARIN (Tech)
 32148                   KCLS                                               SMC71-ARIN (Tech)
 32149                   WEBTEAM                                            TJW6-ARIN (Abuse), KCV-ARIN (Tech)
 32150                   TUMMY-COM-LTD                                      SR125-ARIN (Tech)
 32151                   WEIGELB                                            RN390-ARIN (Tech), APO10-ARIN (Tech)
 32152                   CCNBI-AS1                                          MAS139-ARIN (Tech), JP1603-ARIN (Tech)
 32153                   SHORTSTRAVELMGM                                    KWI12-ARIN (Tech)
 32154                   NRC-LNK                                            GCD-ARIN (Tech), RHA59-ARIN (Tech)
 32155                   AS-MJM-CREATIVE-SERVICES-NY                        DCO60-ARIN (Tech)
 32156                   HUMBER-COLLEGE                                     AVE6-ARIN (Tech), JD2856-ARIN (Tech), KAD2-ARIN (Tech)
 32157                   DC-UOIT-NET                                        DAT10-ARIN (Abuse)
 32158                   WRBC---BERKLEY-TECHNOLOGY-SERVICES                 DHA80-ARIN (Tech), RLE5-ARIN (Tech), WR87-ARIN (Tech)
 32159                   CHECKVELOCITY1                                     CME17-ARIN (Tech)
 32160                   COMPUTERTECHNIQUESINCAS                            AVO3-ARIN (Abuse)
 32161                   USCFASN                                            CLA23-ARIN (Tech)
 32162                   CLIU21                                             MISDE4-ARIN (Tech)
 32163                   BLIZ1                                              JS2388-ARIN (Tech)
 32164                   SECURED-SERVERS                                    IPADM294-ARIN (Tech), ABUSE1536-ARIN (Abuse)
 32165                   BCBSMA                                             MCI5-ARIN (Tech), MMI49-ARIN (Tech), TPO13-ARIN (Tech)
 32166                   TROUTMANSANDERS                                    MH1678-ARIN (Tech)
 32167                   OHPP-ASN1                                          DLE18-ARIN (Tech), SYSTE100-ARIN (Tech)
 32168                   VIGO-REMITTANCE-CORP                               RNA9-ARIN (Tech)
 32169                   EBRARY                                             SSA45-ARIN (Abuse)
 32170                   CDD                                                ECH59-ARIN (Tech)
 32171                   TRIARCNYC                                          BM1509-ARIN (Tech)
 32172                   RADICALMEDIA                                       AR762-ARIN (Tech), MFR21-ARIN (Tech)
 32173                   NETIP-LA                                           PS495-ARIN (Tech), NIAC-ARIN (Abuse), BBE37-ARIN (Tech), HWO9-ARIN (Tech)
 32174                   INTERNET-WEB-MODEL                                 MT826-ARIN (Tech), KNK-ARIN (Tech)
 32175                   TRANSIT                                            NMO6-ARIN (Tech)
 32176                   32176                                              SMV1-ARIN (Tech), TV92-ARIN (Tech)
 32177                   XEEX-COMMUNICATIONS                                ABUSE1636-ARIN (Abuse), NETWO512-ARIN (Tech)
 32178                   SCC-ASN-31004                                      DKR10-ARIN (Tech)
 32179                   AS-VITALIX                                         JDA3-ARIN (Tech)
 32180                   SSI-AS1                                            TECHN121-ARIN (Tech)
 32181                   ASN-ECOMD-COLOQUEST                                IPADM152-ARIN (Tech)
 32182                   GMCC                                               CSA20-ARIN (Abuse), JDI78-ARIN (Abuse)
 32183                   WINBEAM-AS-1                                       KHA1-ARIN (Tech), RAL25-ARIN (Tech)
 32184                   RMIX-ASN                                           ASH16-ARIN (Tech), LNO20-ARIN (Tech)
 32185                   TRCOFMD                                            JTJ12-ARIN (Tech)
 32187                   WEMED                                              JCH102-ARIN (Tech)
 32188                   JPFINANCIAL                                        WTPC-ARIN (Tech), WTSC-ARIN (Tech)
 32189                   SAGRADO                                            CGC4-ARIN (Tech)
 32190                   ADPDS-AS                                           DNM1-ARIN (Tech)
 32191                   AGRICORE-UNITED                                    RW1155-ARIN (Tech)
 32193                   NY-PARK-INTERNET                                   DPO5-ARIN (Tech)
 32195                   ESI-EMR                                            MPH11-ARIN (Tech)
 32196                   CREDITEK-LLC-AS2                                   BSM29-ARIN (Abuse), EDW-ARIN (Abuse)
 32197                   MEGUIARS-AS-PORT                                   JDO117-ARIN (Tech)
 32198                   MEGUIARS-AS-NASH                                   JDO117-ARIN (Tech)
 32199                   IPASS-12                                           EL404-ARIN (Tech), HMO7-ARIN (Tech), JG1154-ARIN (Tech)
 32200                   PROTUSIPSOLUTIONS                                  NETWO2417-ARIN (Abuse), GPB4-ARIN (Tech), NPE17-ARIN (Tech)
 32201                   USATEC-MALVERN-PA                                  JLO34-ARIN (Tech)
 32202                   KROLL-LA                                           NOC323-ARIN (Tech)
 32203                   MSE-TA                                             MSEHO-ARIN (Tech)
 32204                   KPUNET                                             SN66-ARIN (Abuse)
 32205                   RESISOFT-NETWORK-CHI                               NOC3344-ARIN (Abuse)
 32206                   OBERTHURCS-USA                                     RCH31-ARIN (Abuse), CNU2-ARIN (Tech)
 32208                   SKL-SERVICES-ASN                                   SKLHO-ARIN (Tech)
 32209                   PARASUN                                            ABUSE910-ARIN (Abuse), IPADM229-ARIN (Tech)
 32210                   LITETOUCHINC                                       HKF-ARIN (Abuse), SST85-ARIN (Tech)
 32211                   WESTAR-NET                                         ITOPE2-ARIN (Abuse)
 32212                   GOODM-ASO2                                         KBR26-ARIN (Tech), MLO30-ARIN (Tech)
 32213                   BLANK-ROME-LLP                                     FGU4-ARIN (Tech), WCU2-ARIN (Tech)
 32214                   GHC-AS                                             IPADM223-ARIN (Tech), ABUSE858-ARIN (Abuse), TECHA8-ARIN (Tech)
 32215                   PHELPS-BGP                                         MGR49-ARIN (Tech)
 32216                   ANX-CERTIFIED-EXCHANGE-POINT                       DPI24-ARIN (Tech), AHD7-ARIN (Abuse), JJB51-ARIN (Tech)
 32217                   SCTIMES                                            ITDIR22-ARIN (Tech)
 32218                   GLOBAL360-ROCH                                     WAP1-ARIN (Tech)
 32219                   WHATWIRE-BROADBAND                                 NETWO873-ARIN (Abuse), TECHI9-ARIN (Tech)
 32220                   ASN-BELD                                           BS5898-ARIN (Tech)
 32221                   BARONSERVICES                                      DB2104-ARIN (Tech)
 32223                   SAIC-831                                           NOC1500-ARIN (Tech)
 32224                   INVESTIGO                                          SFE14-ARIN (Abuse)
 32225                   MCGRAW-BCM                                         CRG4-ARIN (Abuse), CNC3-ARIN (Tech), KST103-ARIN (Tech), SMU60-ARIN (Tech)
 32226                   MENARD-INC                                         TECHN130-ARIN (Tech)
 32227                   MWLLP-AS                                           CS557-ARIN (Tech), SMC67-ARIN (Tech)
 32228                   ASISN                                              RG529-ARIN (Tech)
 32229                   JSUMS-ARIN                                         IAI6-ARIN (Tech)
 32230                   EINSTEININDUSTRIESINC                              MKR30-ARIN (Abuse), DOA-ARIN (Tech)
 32231                   METABANK                                           NCL10-ARIN (Tech)
 32232                   IGLOBALNETWORKS                                    DR883-ARIN (Tech)
 32233                   PERSONA                                            ABUSE1570-ARIN (Abuse), NOC206-ARIN (Tech)
 32234                   UD-ACA-AS                                          NAC36-ARIN (Abuse), NTC7-ARIN (Tech)
 32235                   SC-ASN                                             WT27-ARIN (Tech)
 32236                   MEXUS-27                                           ALE20-ARIN (Tech)
 32237                   GVPL-AS                                            DCS30-ARIN (Tech)
 32238                   LION-WALTHAM                                       NOC127-ARIN (Abuse)
 32239                   1TECHNET                                           JDS96-ARIN (Tech)
 32240                   ROUTERDOG                                          SDN1-ARIN (Tech)
 32241                   ACPANA                                             NOC1527-ARIN (Tech)
 32242                   TCSASN                                             MAB27-ARIN (Tech)
 32243                   ALBL                                               BJI4-ARIN (Tech)
 32244                   LIQUID-WEB-INC                                     ABUSE551-ARIN (Abuse), IPADM47-ARIN (Tech)
 32245                   CASEY                                              KCA30-ARIN (Tech)
 32247                   SHAW-SATELLITE-AS                                  JRZ1-ARIN (Tech)
 32248                   LION-MUMBAY                                        NOC127-ARIN (Abuse)
 32249                   CARBOMEDICS                                        WLA9-ARIN (Tech)
 32250                   NIAGARAC-ASN                                       LV17-ARIN (Tech), HDB1-ARIN (Tech)
 32251                   BNP-PARIBAS-NY                                     GWI13-ARIN (Tech), JFR37-ARIN (Tech), JRU13-ARIN (Tech)
 32252                   BOSTON-FINANCIAL                                   GJO11-ARIN (Tech), IAD8-ARIN (Tech)
 32253                   BECPL                                              JKH12-ARIN (Tech)
 32254                   KYNEX-AS1                                          JMD67-ARIN (Tech), RA722-ARIN (Tech)
 32255                   PPLNET-AS                                          RDB204-ARIN (Tech)
 32256                   CYBERLINKASP                                       MSI7-ARIN (Tech)
 32257                   AETN-STAM-01                                       JCO88-ARIN (Tech), JGR31-ARIN (Tech)
 32258                   SDNGLOBAL                                          ABUSE539-ARIN (Abuse), TECHN126-ARIN (Tech), TECHN48-ARIN (Tech)
 32259                   AREA-EDUCATION-AGENCY-267                          BDK4-ARIN (Tech)
 32260                   ASN-HCPI                                           DRO53-ARIN (Tech)
 32261                   KSTREET                                            RNOC-ARIN (Tech)
 32262                   I-NET-AS                                           TECHP1-ARIN (Tech)
 32263                   THE-SHARPER-IMAGE-AS                               MMHS-ARIN (Tech), NOCOP2-ARIN (Tech)
 32264                   NVA-AS                                             RIT1-ARIN (Tech)
 32265                   AS97130                                            BMA39-ARIN (Abuse), TNW3-ARIN (Tech)
 32266                   UNH-IOL                                            RHA46-ARIN (Tech), ABUSE1853-ARIN (Abuse), TBA102-ARIN (Tech)
 32267                   NETSEN                                             MR5975-ARIN (Tech)
 32268                   ARTISAN-PARTNERS-ASN                               CLU11-ARIN (Tech), KSA26-ARIN (Tech), MNE29-ARIN (Tech), MSC101-ARIN (Tech), TOE2-ARIN (Tech)
 32269                   AS-WRP                                             AJI3-ARIN (Tech)
 32270                   LDTEL                                              NOCLD-ARIN (Tech), LVA15-ARIN (Tech)
 32271                   PMGNETINC                                          BAL17-ARIN (Tech)
 32272                   UNWIRED-ASN                                        SAE-ARIN (Abuse)
 32273                   LIRR                                               JLO29-ARIN (Tech)
 32274                   LENAWEE-MONROE-TECHNOLOGY-CONSORTIUM               NPR4-ARIN (Tech)
 32275                   UWH                                                ABUSE586-ARIN (Abuse), TECHN142-ARIN (Tech)
 32276                   EFFICIENT-CAPITAL-MANAGEMENT                       CMA59-ARIN (Tech), SBE165-ARIN (Tech)
 32277                   TBAYTEL                                            TIO-ARIN (Tech)
 32278                   GETWIRELESS                                        MIH2-ARIN (Tech)
 32279                   AFRINIC-ASNBLOCK-32279                             GENER11-ARIN (Abuse)
 32280                   THE-EWSCRIPPS                                      BKB17-ARIN (Tech), PCR5-ARIN (Tech)
 32281                   PROTERIS                                           ABUSE599-ARIN (Abuse), NOC1538-ARIN (Tech)
 32282                   CVNS48334                                          SSU12-ARIN (Tech)
 32283                   OPTIN-ASN                                          JCB71-ARIN (Tech)
 32284                   CORP-BASHAS-AS1                                    NETWO2208-ARIN (Abuse)
 32286                   BCHOSTING                                          HOSTM334-ARIN (Tech)
 32287                   SOLANA-CITIPLEX                                    RBE143-ARIN (Tech)
 32288                   LIGHTNINGCAST                                      LGH1-ARIN (Tech), TWR20-ARIN (Tech)
 32289                   SWIFT-TRANSPORTATION-CORPORATION-INC               JST51-ARIN (Tech)
 32290                   RUSTNET                                            BER3-ARIN (Tech)
 32291                   ANNEARUNDELMEDICALCENTER                           CMI21-ARIN (Tech)
 32292                   LOOP-ONE                                           BGPAD5-ARIN (Tech)
 32293                   ILIOS-NY                                           GBA19-ARIN (Tech)
 32294                   ENVIRONMENTAL-COMPLIANCE-SERVICES                  TS627-ARIN (Tech)
 32295                   DESIGNCOLLECTIVE                                   HM170-ARIN (Tech)
 32296                   METROFFICE                                         NETWO537-ARIN (Tech)
 32297                   TEPASN                                             NOC1533-ARIN (Tech)
 32298                   RTBL-CHICAGO-NOC                                   JWD4-ARIN (Abuse)
 32299                   CDXGASLLC                                          JCG65-ARIN (Tech), JCG66-ARIN (Tech)
 32300                   FTNFI-ASN                                          BM988-ARIN (Tech)
 32301                   CITATION-PUBLISHING                                SSM36-ARIN (Tech)
 32302                   PBT-NET                                            SK692-ARIN (Tech)
 32303                   RUBIOS                                             SYSTE70-ARIN (Tech)
 32304                   ALLSCRIPTS-LV                                      BCA28-ARIN (Tech)
 32305                   OHIOTAB                                            JRW77-ARIN (Tech), AFD-ARIN (Tech)
 32306                   P2P-LINK-AS                                        STO7-ARIN (Tech)
 32307                   VIAERO-WIRELESS-GPRS                               SCO32-ARIN (Tech)
 32308                   8X8-AS                                             NOC1522-ARIN (Tech)
 32309                   ACCENTURE                                          EHO15-ARIN (Tech)
 32310                   PIONEER-WORLD                                      SYSTE75-ARIN (Tech)
 32311                   JKS-ASN                                            ABUSE1571-ARIN (Abuse), SUPPO159-ARIN (Tech)
 32312                   TELECOMSYS-PUBLIC                                  HAR4-ARIN (Abuse), ELA68-ARIN (Tech), TEC10-ARIN (Tech), TER9-ARIN (Tech)
